0: ガデム	「素人め、間合いが遠いわ」
226: シャア	「ガデム、敵は目の前だ。一刻を争う」
226: リュウ	「上がるなだと？敵は目の前だぞ」
227: ワッケイン	「…」
227: ワッケイン	「…」
228: シャア	「ガルマが苦戦して当然さ。我々が二度ならず機密取りに失敗した理由を彼が証明してくれている。しかも、我々以上の戦力でな」
229: シャア	「クラウン、ドレンのカプセルに戻れ。クラウン」
229: シャア	「クラウンは？」
229: クラウン	「は、しかし、銃撃が激しくって」
229: シャア	「クラウン、構わん。敵のモビルスーツとて持ちはせんのだ。まっすぐカプセルに向かえ」
230: アムロ	「し、死んだ」
231: セイラ	「ミライの推測が当たったんじゃなくて？」
231: アムロ	「当たらない。バルカンの銃身がずれてるのか？」
232: パオロ	「ガンダムの関係部品の積み込みを急げ」
232: パオロ	「…ガンダム関係の部品で使えない物はすべて処分させろ。ガンダムにはビームライフルを用意させよ」
233: ワッケイン	「おおっ、うっ」
234: 男A	「七人かな」
235: 老人A	「…」
235: 老人A	「えーっと」
236: リード	「…もっと丁寧にやれんのか」
237: ミライ	「シャアのムサイに武器を補給させる前なら、私達にもアムロにも戦えるかもしれないわ」
238: ミライ	「サラミスのカプセル、離脱。ホワイトベースはカプセルについて行きます」
238: ミライ	「10パーセント加速。サラミスカプセルの前に出ます」
239: シャア	「速い、な、なんという運動性」
239: ハンブル	「な、なんという破壊力だ」
240: アムロ	「これか」
240: アムロ	「これか」
240: アムロ	「これだけか？」
240: アムロ	「持つのか？これで」
241: アムロ	「父を捜してきます」
242: アムロ	「そこだっ」
243: アムロ	「…あれか」
244: ブライト	「しかしこのままでは。このっ」
245: アムロ	「このまま突っ込んだら逆光線で戦わなくっちゃならないことに気付かないのか？まわり込むんだ」
246: アムロ	「わかってます」
246: セイラ	「わかります」
246: マーカー	「わかりません」
246: ワッケイン	「…わかりました、艦長のお言葉に従います」
246: アムロ	「わかったよ」
247: セイラ	「ええ」
247: セイラ	「ええ」
247: セイラ	「ええ」
248: アムロ	「こ、これが、た、戦い…」
248: アムロ	「こ、これが、ジオンのザクか」
248: アムロ	「極秘資料？…こ、これは、連邦軍のモビルスーツ」
248: フィックス	「おっ、こ、これは？」
249: 連邦兵A	「はっ」
249: 連邦兵A	「はっ」
249: 連邦兵A	「はっ」
249: 連邦兵B	「はっ」
249: 連邦兵A	「はっ、パイロットもガンダム収容に降ろさせました」
249: ドレン	「はっ」
250: ガルマ	「よーし、そのご好意は頂こう。ガウ攻撃空母で迎え撃つ」
251: シャア	「ガデム、補給物資は？」
251: ガデム	「低く飛べ、補給物資はルナ２に放出する」
251: シャア	「パプア補給艦？あんな老朽艦では十分な補給物資は」
252: マーカー	「妙です、ムサイが後退しました」
253: ワッケイン	「だ、誰がホワイトベースを？」
254: ブライト	「お子様でらっしゃいますか？」
254: セイラ	「エリートでらっしゃったのね」
255: カイ	「すんだよ」
256: パオロ	「パイロットは誰か？」
257: アムロ	「すごい、五倍以上のエネルギーゲインがある」
258: アムロ	「ホワイトベース？」
258: アムロ	「ホワイトベースの援護は？」
259: セイラ	「カタパルト接続終了。リュウ、コアファイター発進OK」
259: リュウ	「ブライト、コアファイター発進OKだ」
259: セイラ	「コアファイター離艦終了。アムロ、ガンダムカタパルト用意。わかるわね？」
260: ミライ	「ブライトさん、落ち着いてください。ガンタンクは今ホワイトベースから出るところなんです。対地速度12.5メートル、10メートル」
260: ミライ	「大気高度105メートル、ホワイトベース固定します。ガンタンク、発進OKです」
261: フラウ	「知らないわよ」
262: アムロ	「うっ…」
262: アムロ	「うっ…」
262: フラウ	「うっ…」
262: アムロ	「うっ、お、落ちる…」
262: リード	「冗談じゃない。うっ…」
262: リュウ	「うっ、…がはっ」
262: 連邦兵A	「…大丈夫とは言えません。…しかし、うっ」
263: パオロ	「ご苦労様です、レイ大尉」
264: ハヤト	「あの、接近戦にはならないはずです。ガンタンクで狙撃するっての、どうでしょう？アムロの負担も少なくなるし」
265: ハロ	「アムロ、オツカレ、アムロ、オツカレ」
265: ハロ	「アムロ、カンペー、アムロ、カンペー」
266: ドレン	「パプアのカタパルトがやられてるらしいんです。まだザクは」
267: ガデム	「迎撃しろ」
268: フラウの母	『夕食には帰るのよ』
268: フラウ	『アムロの所に行ってくるわ』
269: ジーン	「フン、手柄を立てちまえばこっちのもんよ」
270: ジオン兵A	「見えたぞ。進入角度浅すぎるぞ」
270: リード	「進入角度が深すぎるぞ、大丈夫なのか？」
271: セイラ	「生存者はなし。…」
271: セイラ	「生存者いませんか？生存者は？」
272: ブライト	「エンジン始動、機関急げ」
273: ジオン兵A	「申し上げます。あの戦車は新型のモビルスーツの一機のようだとの報告が入っております」
273: ジオン兵A	「は、火力が並の戦車のようではないと」
274: アムロ	「ああっ…」
274: ミライ	「ああっ…」
274: アムロ	「ああっ」
274: ジーン	「ああっ…」
274: ハヤト	「ああっ」
274: ミライ	「あっ…」
275: ハンブル	「この木馬野郎」
276: ブライト	「ガンタンク、換装急げ」
276: ブライト	「了解だ。ガンダムからガンタンクへ換装を急げ。コアファイター二機は迎撃要員として残せ」
277: カイ	「かわいくねえの」
278: ブライト	「みんなの意見が聞きたいが時間がない、多数決で決めさせてもらう。まず、できるできないは五分五分だが、ともかくルナ２前進基地に逃げ込むのに賛成な者、手を挙げてください」
279: セイラ	「アムロ、発進後4分でホワイトベースに戻って。必ずよ」
279: セイラ	「アムロ、ホワイトベースに戻って。オーバータイムよ」
280: 連邦兵B	「空気の流出は止まったようです」
281: アムロ	「フラウ・ボゥ」
281: ハヤト	「やあ、フラウ・ボゥ」
281: セイラ	「フラウ・ボゥ」
281: アムロ	「…フラウ、フラウ・ボゥ」
281: リュウ	「フラウ・ボゥ、ガンダムのコックピットだ」
281: アムロ	「フラウ・ボゥ、ホワイトベースに急げ」
281: アムロ	「フラウ・ボゥ、しっかりするんだ」
282: リュウ	「カイ・シデン君の言う通りだよ、アムロ」
282: ハヤト	「アムロ、ブライトさんの言う通りだ、マゼラアタックは」
283: ブライト	「わかった。特殊免許と言ったな？」
284: ハロ	「ハロ、アムロ、ハロ、アムロ」
284: ハロ	「サンキュ、アムロ」
284: アムロ	「ハロ、今日も元気だね」
285: ペロ	「うわーっ」
285: ペロ	「えーっと、うわーっ」
286: テム	「奥のリフトが使えるはずだ」
286: テム	「第三リフトがあるだろう」
287: ブライト	「艦長、あなたのホワイトベースは、私達の手で必ず地球にお届けいたします」
288: リュウ	「お、すみません、頼みます」
289: アムロ	「あああっ」
289: アムロ	「あああっ」
289: アムロ	「あああっ」
289: アムロ	「ああっ、あああっ」
290: アムロ	「賛成できないな、そうだろう。敵の狙いはホワイトベースだ、離れたら援護ができなくなる」
291: パオロ	「パイロット候補生の君に撃てるのか？」
292: ミライ	「リード中尉、椅子にお座りください、危険です」
292: ブライト	「は、はい、リード中尉」
293: シャア	「スレンダー、来たか。敵のモビルスーツのうしろへ」
294: フラウ	「嫌よ…」
294: テム	「嫌だねえ」
295: ドレン	「はい」
295: ドレン	「はい」
296: ガルマ	「モビルスーツ？あれがか？あれが連邦軍のモビルスーツだというのか？」
296: デニム	「…あれが連邦軍のモビルスーツの威力なのか？」
296: ガデム	「あれか、連邦軍の作ったモビルスーツってのは」
296: アムロ	「あれは？ジオンの」
297: パオロ	「左のパネルでガンダムと連絡が取れる」
297: パオロ	「ルナ２と連絡が取れ次第、私の名前で寄港を許可してもらえ。あとは指令のワッケインに頼むが…」
298: シャア	「フフッ、はははは、ははは」
298: シャア	「水臭いな、今更。はははは」
298: シャア	「は」
298: ガルマ	「はははは、珍しく弱気じゃないか」
299: ガルマ	「山を盾にしようとてそうはさせぬ。地上部隊を前進させろ。敵艦を補足、占拠するぞ」
300: シャア	「赤外線探知機だ。あれにひっかからんように機雷を仕掛けろ」
301: ワッケイン	「すぐに退去したまえ」
302: ガデム	「コンベアーパイプをやられた、船をムサイから離せ」
303: アムロ	「なに？」
303: アムロ	「なに？」
303: シャア	「なに？」
303: ドズル	「なに、V作戦？」
304: パオロ	「出港はコンピューターが」
305: リード	「せ、戦況は？」
305: リード	「ブライト、ガンダムを行かせろ」
306: シャア	「ええい、腕が上がってきたようだな、このパイロットは」
307: アムロ	「手引書通り。カタパルト、装備チェック、ガンダム出力異常なし」
308: 連邦兵A	「無理です。戻れば狙い撃ちされるのがオチです」
309: キッカ	「缶詰の配給です」
309: 女A	「あの、食べ物の配給はいつ来るの？」
310: セイラ	「う、右舷被弾」
311: デニム	「我々は偵察が任務なんだぞ、退くんだジーン」
311: デニム	「我々は偵察が任務だ」
312: ドズル	「現状を考えるんだ」
313: ワッケイン	「君に戦略をうんぬんする資格はない」
314: ハヤト	「あと50メートル接近してください、確実に有効射程距離に入ります」
314: ハヤト	「わかりません。あと10メートル」
315: ガルマ	「シャアの言う通りかもしれん。今までの地球連邦軍の戦艦とはまったく桁が違うようだ」
316: ブライト	「訳を、訳を聞かせてください」
317: ブライト	「仲間を集めろ。ホワイトベースを港から出すんだ」
318: オスカ	「機雷源左翼25キロ。進路、右3.2」
318: オスカ	「高度300、ムサイ、右から降下します。相対速度コンマ23キロ。推定接触5.2秒」
319: ガルマ	「ああ。その点から推測できる戦闘力を今、計算させている。君はゲリラ掃討作戦から引き続きだったんだろ？休みたまえ」
320: カビラ	「はい、それで生き残ってきたと思ってます」
321: 連邦兵D	「第二桟橋、係留準備完了。各員、マダガスカル係留後、ただちに第二戦闘備品の搬入を行う」
321: 連邦兵B	「マダガスカル入港。各員、係留先の配置につけ」
322: 連邦兵A	「司令、お怪我は？」
322: 連邦兵B	「か、艦長、お怪我も」
323: アムロ	「ありがとう」
324: ブライト	「アムロには休息が必要です」
325: 連邦兵A	「うおっ」
325: 連邦兵B	「うおっ」
326: リード	「若造、聞こえるか？」
326: ブライト	「よーし、アムロ、聞こえるか？アムロ」
326: シャア	「クラウン、聞こえないのか？」
327: リュウ	「不発弾が一発でもあったらただじゃおかないぞ」
328: 連邦士官A	「…」
328: 連邦士官A	「はい」
328: ジオン士官A	「は」
328: 連邦士官A	「ほほう、これか」
328: 連邦士官A	「ブライトの言った通りだ」
329: マチュウ	「は、援護にあたります」
329: シャア	「当たらなければどうということはない。援護しろ」
330: ドレン	「サイド７を脱出して本艦に向かっております」
331: ガルマ	「よう、なんだい？赤い彗星」
331: リュウ	「なんだい？それは」
332: フラウ	「こんなことしかできないけど」
333: ミライ	「外壁冷却機能、プラス3に上昇」
334: オムル	「ガンタンクトップ、移動」
335: ブライト	「ミサイルか？」
335: ブライト	「後方AMミサイル、どうした？撃てないのか？」
336: アムロ	「ハヤトは敵を一機でも多く撃ち落せばいいんだ」
337: テム	「ああ。こんな歳の子がゲリラ戦に出ているとの噂も聞くが、本当かね？」
338: アムロ	「こさせるかっ」
339: オムル	「大丈夫ですよ」
339: カイ	「大丈夫かよ」
340: ブライト	「ホワイトベースから遠すぎるようだ。本艦の右10キロに位置してくれたまえ」
341: パオロ	「初陣にはやや若すぎるが、古来15、6歳の出陣がなかったわけではない、君達に期待する…」
342: ワッケイン	「着けろ、ホワイトベースに着けるんだ」
343: セイラ	「アムロ、ガンダムハンマーを発射するわ、いいわね？」
343: セイラ	「了解、ハンマーを発射したら教えるわ。前を、アムロ」
344: シャア	「帰還途中でありましたので、ミサイル、弾薬がすべて底をつき」
345: ブライト	「ワッケイン司令、あのマゼラン艦を排除しないかぎり、ホワイトベースは港から出られません。このままでは戦わずしてルナ２艦隊は全滅です」
346: 連邦士官A	「おーい、降ろせ」
346: カイ	「おーいアムロ」
347: ハヤト	「この船の主砲と同じようなもんでしょ。撃てますよ、教えてもらったから」
348: アムロ	「つかまえた」
349: セイラ	「そこの女の方。包帯ぐらいなら巻けるわね？手伝っていただきたいわ」
350: 連邦兵A	「右のゲージがエンジンの出力計だ」
351: シャア	「ん」
351: シャア	「ん？」
352: ミライ	「じゃ、敵をやっつけられないの？」
353: 連邦兵B	「て、天井が。リード艦長、ノ、ノーマルスーツが」
354: ガルマ	「ハンブル、お前達はそのまま敵艦を追跡しろ」
355: シャア	「ス、スレンダー。い、一撃で、一撃で撃破か。なんということだ、あのモビルスーツは戦艦並のビーム砲を持っているのか」
355: アムロ	「い、一撃で、ザ、ザクを」
356: ワッケイン	「今、君に軍規がなぜ必要なのか説明したくはないが、定められた命令は厳守だ」
357: ブライト	「あのまま大気圏突入ができるのか？」
357: ドレン	「どういうことでしょう？あのまま大気圏に突入できる性能を持ってるんでしょうか？」
358: ブライト	「ガンダムの整備をしておけ、人を使ってもいい。アムロ、君が中心になってな」
359: ガデム	「赤い彗星が補給を欲しがるとはな。ドジをやったのか？」
359: ドズル	「補給が欲しいのだな？まわす」
360: カイ	「よろしくもよろしくないもないんだろ。いつでもいいよ。えーと、セ、セイラさんね」
361: ガルマ	「緊急出動だ」
362: ブライト	「子供です、こ、子供がガンダムに乗っているんです」
363: フラウ	「…か、母さん？おじいちゃん？」
363: フラウ	「あ、あ、母さん、母さん、母さん…」
364: ドレン	「まさか、あんな僻地のサイドで」
364: ドレン	「はい、シャア少佐。しかし、あんな僻地のサイドに連邦のV作戦の基地があるんでしょうか？」
365: シャア	「デニムに新兵が押えられんとはな。私が出るしかないかもしれん、船をサイド７に近づけろ」
366: アイキャッチ	「ガンダム大地に立つ!!」
367: ジーン	「シャア少佐だって、…戦場の戦いで勝って出世したんだ」
368: シャア	「俺も協力する。君の手助けができるのはうれしいものだ」
369: ジーン	「うわあーっ」
369: コム	「うわあーっ」
369: 連邦兵A	「うわあーっ」
369: クラウン	「うわああーっ」
370: フィックス	「は」
370: フィックス	「了解」
371: カイ	「ちぇっ、気取りやがってよ。戦ったのはなにもガンダムばかりじゃねえんだよ」
372: フラウ	「アムロ、お疲れさま」
372: ハヤト	「お疲れさま」
373: アイキャッチ	「ガルマ出撃す」
374: カイ	「おやおやハヤト君、ご精が出ますねぇ。しかしね、目の前に敵さんがいるのよ、間に合うの？」
375: 老人A	「ああそうだ。ペロは初めて見るんだな、地球を。これがみんな陸地と海でできている自然の星なんだよ、ペロ」
375: ペロ	「へえ、あれみんな陸地なんだね。こっちが海？海っていうんだろ？」
376: アムロ	「今度ザクを爆発させたら、サイド７の空気がなくなっちゃう」
377: アムロ	「あ？」
377: アムロ	「あ？」
377: ブライト	「あ」
377: アムロ	「…あ」
377: リュウ	「あ、君達は？」
378: オスカ	「アムロに伝えてください、これではガンダムも大気の摩擦熱で燃えてしまいます」
379: ワッケイン	「監視レーダーをくぐられたというのか？」
380: アムロ	「ああ」
380: アムロ	「ああ」
380: アムロ	「ああ」
380: カイ	「ああ」
380: ガルマ	「ああ、抜かりはない」
380: ガデム	「ああ、なんとかしよう」
381: ブライト	「セイラ、アムロに二機のザクを引き離すように伝えろ」
382: リュウ	「いいや、ありゃああれでいいんだ」
383: アムロ	「ど、どうする？コクピットだけを狙えるのか？」
384: キッカ	「お姉ちゃん。あたしもやっつけに行く」
385: セイラ	「カイ君、あなたはタンクの整備の担当でしょ？」
386: パオロ	「ジオンの船の防戦にまわった連中はほとんど壊滅だ。君の方はどう…」
387: パオロ	「オペレーター、敵は？」
388: ワッケイン	「照準、マゼランの熱核反応炉。各自、衝撃に備えろ」
389: ブライト	「は、艦長。幸いなことにパイロット一名がガンダムを操縦、ガンキャノン、ガンタンクの積み込みを急いでおります」
390: ガルマ	「助かる、君の力を得れば百人力だ。これでキシリア姉さんにも実力を示すことができる」
391: アムロ	「リュウさん、僕ほんとにあの人を殴りたくなってきた」
392: 女A	「あの、ミルクのお湯、先程お願いしたんですけど」
393: リード	「君はいつも楽観的だな」
394: セイラ	「コアファイターを換装している時間はないわ。アムロ、走って」
395: シャア	「上等だ、よく切り抜けてくれた。私と敵のモビルスーツにあたる」
396: フラウ	「ブライトを気にしてむきになることないのに」
397: ジェイキュー	「…あんな所にバルカン砲が…」
397: ジェイキュー	「…ああっ」
398: カイ	「急いでくれよ」
398: ブライト	「急いで」
399: リード	「突破できるんだな？」
400: オスカ	「右舷機銃迎撃急げ」
401: カイ	「ほんじゃあさ、ガンダムが最高にジオンのザクより優れてるってのはなんなんだよ？」
402: シャア	「あれだけの装備を誇っているルナ２だ、並の軍略家ならばこのムサイごときがしかけてくるとはよもや思うまい」
403: パオロ	「…そう、しかし彼らはしょせん素人だ。司令たる君が戦いやすいように助けてやってくれたまえ…わしが責任を持つ…」
404: ドレン	「ようやくわかりましたよ、シャア少佐。よしんば大気圏突入前に敵を撃ち漏らしても、敵の進入角度を変えさせて我が軍の制圧下の大陸に木馬を引き寄せる、二段構えの作戦ですな」
405: ブライト	「オペレーター、操艦が素人だ。なるべく早めに指示を頼みます」
406: ガルマ	「モビルスーツにはモビルスーツで叩け。三機あるはずだな？」
407: ジーン	「おおっ、ああっ」
407: ジーン	「おおっ」
408: ハヤト	「そ、そういう訳じゃないけど」
409: ミライ	「スペースグライダーで一度だけ大気圏に突入したことはあるわ。けどあの時は地上通信網がきちんとしていたし、船の形も違うけど」
410: ジーン	「補助カメラが使えますから、見えます。ジャンプします」
411: アムロ	「スーパーナパームを使います、手に乗ってください」
412: シャア	『そうか、ガルマは乗らなかったか。彼がガンダムと戦って死ぬもよし、危うい所を私が出て救うもよしと思っていたが』
413: アムロ	「つ、使いすぎだ」
414: パオロ	「ルウム戦役で五隻の戦艦がシャア一人の為に撃破された。…に、逃げろ」
415: リード	「素人が使うからこんなことに」
416: ブライト	「大気圏突入、シャッター上げろ。ガンダム収容は後部ハッチから行う。各砲座収容」
417: ワッケイン	「うむ。少なくとも地球までは彼らに任せた方がよかろう。パオロ艦長のおっしゃった通り」
418: オスカ	「で、でもブライトさん、このスピードで迫れるザクなんてありはしません」
419: シャア	「変哲のない新型戦闘機か」
420: シャア	「は、中将。そのうちの二機は、連邦軍のたった一機のモビルスーツの為に」
420: ブライト	「サイド7に入った者は技師、軍人共に全滅です。たった二機のザクの為に」
421: ブライト	「前部主砲、マゼラアタックを集中攻撃」
422: ミライ	「…あの子なら」
423: アムロ	「技術士官のテム・レイを探してるんです、どこにいるんですか？」
424: アムロ	「走れ、フラウ・ボゥ」
424: アムロ	「走れ、フラウ」
424: アムロ	「港まで走るんだ。走れるな？フラウ・ボゥ」
425: アムロ	「シャアめ」
425: アムロ	「シャアめ」
425: シャア	「不慣れなパイロットめ、いくぞ」
425: アムロ	「迂闊な奴め」
426: クルーA	「君は左の機銃を」
426: クルーB	「ぼ、僕は機銃なんて」
427: ワッケイン	「皆さん方はこのままここにいていただきます。地球連邦軍本部の指示を仰いで、しかるべき艦でただちに地球へ移動してもらうことになります」
428: ブライト	「アムロ、戻れ、ザクはいい」
429: シャア	「仕損じた」
430: ブライト	「かなりの数だな」
431: パオロ	「ホワイトベースのすべてのハッチを閉じろ。銃を持てる者は…」
432: ブライト	「確認してはおりません」
432: ブライト	「負傷兵の中で戦闘に耐えられるものは十名とはおりません」
433: フラウ	「じゃあ、あたし達にここで死ねって言うんですか？」
434: ハヤト	「右後方旋回」
435: アムロ	「キャッチした」
435: シャア	「連邦軍のV作戦をキャッチしたのです、ドズル中将」
436: ミライ	「全速前進。進路はルナ２前進基地、クリアー」
437: ミライ	「了解」
437: ミライ	「了解」
437: ミライ	「ええ、了解」
438: ブライト	「オムル、サラミスのカプセルを収容する、準備急げ。カイ、リュウ、対空援護しろ」
439: リード	「しかし、今までの敵と違って戦力をそろえてきているんだぞ」
440: ハヤト	「ブライトさん、お願いです」
441: アムロ	「あっ、弾が切れた」
442: カイ	「怒鳴るな。こちとら走らせるのがやっとなんだ。ハヤト、早いとこ片付けちまってくれよ」
443: ジーン	「ヘッ、敵を倒すには早いほどいいってね」
444: カイ	「こいつ、動きすぎるぜ」
445: アムロ	「きたっ」
446: セイラ	「代わりましょ。計器を見ているだけでいいんでしょ？」
447: リュウ	「離艦するぞ」
448: フラウ	「頑張ってね」
449: デニム	「手柄のないのを焦ることはない」
450: ブライト	「甘ったれるな。ガンダムを任されたからには貴様はパイロットなのだ。この船を守る義務がある」
451: キッカ	「これですよ」
452: ジェイキュー	「…嫌だ、嫌だ、シャア少佐、シャア少佐、助けてくださいシャア少佐、少佐ーっ」
452: クラウン	「しょ、少佐、シャアーッ。助けてください、げ、減速できません。シャア少佐、助けてください」
453: ジーン	「いや、まだよく動けんようです。やります」
454: シャア	「敵のV作戦って聞いたことがあるか？その正体を突きとめたんだがね」
455: シャア	「連邦軍のモビルスーツが君の言う通りの性能とは、やや信じがたいが」
455: シャア	「見せてもらおうか、連邦軍のモビルスーツの性能とやらを」
456: ワッケイン	「ジオンとの戦いがまだまだ困難を極めるという時、我々は学ぶべき人を次々と失ってゆく。寒い時代だと思わんか？」
457: リード	「山岳部を盾にガンタンクで切り抜けよう。編隊機もそう自由に攻撃してくることもできまい」
458: セイラ	「艦長命令で逃げ遅れた人を捜しに行きます」
459: ブライト	「このホワイトベースの性能が読めないからだろうな」
460: シャア	「あるよ。我々のザク・モビルスーツより優れたモビルスーツを開発しているかも知れんぞ」
461: ジーン	「な、なんてモビルスーツだ。ライフルをまったく受け付けません」
462: シャア	「スレンダー、お前は撮れるだけの写真を撮って、危険になったら引き上げろ」
463: ミライ	「そうね。ガルマ・ザビに占領されたといっても、まだ大陸には連邦軍の地下組織が抵抗を続けているはずよ」
464: シャア	「ドレン、パプアをカバーするんだ。この攻撃はモビルスーツだ、戦艦じゃあない」
465: フラウ	「疲れたでしょ、お茶よ」
466: ブライト	「誰でも構わん、前方より接近中のジオンの兵を狙撃しろ。急げ」
467: ミライ	「あ、あの、クルーザー級のスペースグライダーのライセンスが役に立つとは思いませんが、わたくしでよければ」
468: 連邦士官A	「さすが我が連邦軍の新鋭戦艦だ。この艦とガンダムが完成すれば、ジオン公国を打ち砕くなぞ造作もない」
469: ジーン	「なに言ってるんです、ここで倒さなければ敵がますます、うっ」
470: リード	「地球降下要員は大気圏カプセルに乗り移れ。サラミス本艦はカプセル放出後、ただちにルナ２に帰還せよ」
471: シャア	「ガルマはモビルスーツに乗ったか？」
471: フラウ	「アムロ？モビルスーツに乗っているのはアムロ？」
472: リュウ	「や、ブライトすまんな。俺、無線切ってたんだってな」
473: セイラ	「ヘルメットを取ってください。そして、うしろをむいてください」
474: ブライト	「ぐっ」
475: アムロ	「もう見えるはずだが」
476: ワッケイン	「マゼランを出撃させる」
476: ワッケイン	「マゼランを排除する」
477: アムロ	「この辺りにあるモビルスーツのパーツを処分するんです」
478: シャア	「少尉、突撃隊員を三名招集したまえ」
479: セイラ	「アムロ、発進OK。バランス確認の上、降下」
480: 避難民C	「君、勝手に出てはみんなの迷惑に」
481: ブライト	「動いていない。しかし、追いかけて来ると思え、シャアならばな」
482: ブライト	「あれにもやってもらおう」
483: セイラ	「10キロ前進後、敵に対して稜線から侵入の為、降下。よろし？」
484: シャア	「マチュウ、フィックス、船の外でザクに乗り移る支度をしておけ。私は先にモビルスーツで出撃する」
485: ガルマ	「基地へ帰還する」
486: ドレン	「ガルマ大佐です」
487: シャア	「これで激しいものか。よく相手を見て下から攻めてみろ」
488: ミライ	「ブライト、今はみんながあなたをあてにしているのよ」
489: ガルマ	「包囲部隊に告げたまえ、海に逃がしてしまっては連邦軍の制空圏内に飛び込まれるかもしれぬ、これ以上連中を前進させるな、とな。よいな？」
490: ブライト	「味方の基地に着いたというのに休むこともできないなんて、そんなことありますか？」
491: セイラ	「感度良好。アムロ、うしろの上部甲板にでもどうぞ」
492: ブライト	「わかるものか」
492: ブライト	「やり方はわかるか？」
493: アムロ	「なんで？」
494: テム	「何をしている」
495: シャア	「し、しかし、アルテイシアにしては、つ、強すぎる。…」
495: シャア	『もしやあの時の少女が十年前に別れた妹の、いや、アルティシアにしては強すぎる』
496: 老人A	「な、直るよ、直る」
496: ジオン兵B	「…カタパルトが直りません」
497: カイ	「どうも」
498: シャア	「敵が出てくる。レーザーラインに乗せて私とスレンダーのザクを第一種装備で射出しろ」
499: アムロ	「やらせるか」
499: シャア	「これ以上やらせるか。…」
500: シャア	「その呼び名は返上しなくちゃならんようだよ、ガルマ・ザビ大佐」
501: アムロ	「…行ってくれるのか？」
501: アムロ	「…一人にしてくれよ、な？」
502: ワッケイン	「貴様らそこで何をしとるか」
502: ワッケイン	「貴様」
503: ジオン兵A	「2、1」
503: ジオン兵A	「5分20秒」
503: ジオン兵A	「3秒で接触。3、2、1」
503: ジオン兵A	「うおーっ」
503: ジオン兵A	「コンベアーパイプ、受け取りよーし」
504: マーカー	「武器だけでしたら10分もあれば」
505: リード	「スーツだ、怪我はいつでも治せる」
506: ブライト	「アムロ、通路の前からどくんだ」
507: フラウ	「研究施設を作るんで立ち退きさせられたの、まだ恨んでんの？」
508: アムロ	「リュウの奴、軍人のくせに」
508: リュウ	「おっ、見えたぞ。アムロの奴、素人のくせによく気がつく。太陽を背にして攻撃しようっていう訳か」
509: アムロ	「モ、モビルスーツのエンジンをやればサイド７もやられちゃうかもしれない。ど、どうすればいいんだ？」
510: ブライト	「メインエンジン、パワー臨界上昇。面舵いっぱい」
510: ドレン	「ええーい、遅いわ。メインエンジンのパワーを落としすぎた」
511: シャア	「か、火力が、ち、違いすぎる」
512: ワッケイン	「民間人を収容しておく余地はないな」
513: コム	「ええい、盾を」
514: セイラ	「あちらを」
515: ガデム	「わかっているよ、わしがそんなにのろまかね？歳の割にはすばやいはずだ」
516: パオロ	「アムロ君の判断は的確だ。任せなさい…」
517: ガルマ	「いや、友人として君を迎えに来ただけでもいい、シャア」
518: リュウ	「さあ、しっかりしてください、曹長」
518: リュウ	「…さあ」
519: 連邦兵B	「は」
519: 連邦兵B	「は？」
519: 連邦兵A	「食事だ」
519: 連邦兵A	「だあっ」
519: 連邦兵B	「うっ」
519: 連邦兵A	「まさか」
519: 連邦兵D	「さあ」
519: 連邦兵A	「退避急げーっ」
519: 連邦兵A	「エ、エンジンがかかりません」
519: 連邦兵B	「ノーマルスーツの応急手当てだ」
519: 連邦兵B	「ガンタンクはどうする？こいつはバラバラだぜ」
520: ブライト	「アムロ、ホワイトベース後方のハッチから入れ、もう危険だ」
521: シャア	「マチュウ、フィックス、いいな？港に潜入、一気に木馬型戦艦とモビルスーツを叩く」
522: ミライ	「シャアのムサイ、なぜ攻撃をしないのかしら？」
522: ミライ	「ブライト、敵が攻撃を控えているのはなぜかしら？」
522: ミライ	「シャアの攻撃」
523: クルーA	「第35番のはずです、右が前の方を狙えます」
524: ブライト	「えっ？」
524: ミライ	「えっ？」
524: ドレン	「えっ？」
524: ブライト	「ええっ、赤い彗星のシャア？」
525: シャア	「甘いな」
526: リード	「馬鹿者、どこを狙って撃っておる」
527: アムロ	「事情はセイラさんから聞きました」
527: セイラ	「艦長さんに聞いてみたら？」
528: ブライト	「地球にいるジオンの空軍か」
529: ミライ	「高度5万3千、減速良好。水平角に戻します」
530: ガルマ	「士官学校時代と同じガルマでいい」
531: アムロ	「どうしてです？まだ三機分ぐらいは」
532: アムロ	『ガンタンクが正面、僕がさらにその前に出るってことは、ハヤトの言う通りホワイトベースから離れるってことか』
533: テム	「牽引車を探してくる」
534: アムロ	「あそこだ」
535: スレンダー	「は、ジーンを援護する為、後方から出ました」
536: シャア	「ば、馬鹿な、直撃のはずだ」
537: オスカ	「ガンダムです」
538: セイラ	「アムロ、何か言って？」
539: リード	「…ブライト君、このままだとカプセルが中から燃えてしまう」
540: ハンブル	「なんだあれは？戦車のようだが」
541: シャア	『そう、アルティシアはもっとやさしい』
542: ジーン	「へっ、怯えていやがるぜ、このモビルスーツ」
543: アイキャッチ	「敵の補給艦を叩け！」
544: アムロ	「耐熱フィルム」
545: ブライト	「補給作業中だったらまずメガ砲は使えないな。しかも、ミサイルもないんだろ」
546: フラウ	「こんなことだと思ったわ。ちゃんと朝食を取らないと、体の為に良くないのよ」
